antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Charger', 'Screen Protector'})","frozenset({'Power Bank', 'Phone'})",0.104,0.192,0.104,1.0,5.208333333333333,1.0,0.084032,inf,0.9017857142857142,0.5416666666666666,1.0,0.7708333333333333
"frozenset({'Power Bank', 'Phone'})","frozenset({'Phone Case', 'Screen Protector'})",0.192,0.104,0.104,0.5416666666666666,5.208333333333333,1.0,0.084032,1.9549090909090907,1.0,0.5416666666666666,0.48846726190476186,0.7708333333333333
"frozenset({'Charger', 'Screen Protector', 'Phone Case'})","frozenset({'Phone', 'Power Bank'})",0.104,0.192,0.104,1.0,5.208333333333333,1.0,0.084032,inf,0.9017857142857142,0.5416666666666666,1.0,0.7708333333333333
frozenset({'Screen Protector'}),"frozenset({'Power Bank', 'Phone'})",0.104,0.192,0.104,1.0,5.208333333333333,1.0,0.084032,inf,0.9017857142857142,0.5416666666666666,1.0,0.7708333333333333
"frozenset({'Power Bank', 'Phone'})","frozenset({'Phone Case', 'Charger'})",0.192,0.116,0.104,0.5416666666666666,4.669540229885057,1.0,0.081728,1.9287272727272726,0.9725818735719726,0.5098039215686274,0.48152337858220207,0.7191091954022988
"frozenset({'Phone Case', 'Charger'})","frozenset({'Power Bank', 'Phone'})",0.116,0.192,0.104,0.8965517241379309,4.669540229885057,1.0,0.081728,7.81066666666666,0.888966237382527,0.5098039215686274,0.871969955616251,0.7191091954022988
"frozenset({'Charger', 'Screen Protector'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Screen Protector', 'Phone Case', 'Charger'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Screen Protector', 'Phone'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
frozenset({'Screen Protector'}),frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Charger', 'Screen Protector', 'Phone Case', 'Phone'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Charger', 'Screen Protector', 'Phone'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Phone Case', 'Screen Protector', 'Phone'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Phone Case', 'Screen Protector'})",frozenset({'Power Bank'}),0.104,0.216,0.104,1.0,4.62962962962963,1.0,0.081536,inf,0.8749999999999999,0.4814814814814814,1.0,0.7407407407407407
"frozenset({'Earphones', 'Phone'})",frozenset({'Power Bank'}),0.072,0.216,0.072,1.0,4.62962962962963,1.0,0.056448,inf,0.8448275862068966,0.33333333333333337,1.0,0.6666666666666666
frozenset({'Headphones'}),frozenset({'Webcam'}),0.156,0.124,0.088,0.5641025641025641,4.549214226633581,1.0,0.068656,2.0096470588235293,0.9243860404997846,0.4583333333333332,0.5024001873316942,0.6368899917287014
frozenset({'Webcam'}),frozenset({'Headphones'}),0.124,0.156,0.088,0.7096774193548386,4.549214226633581,1.0,0.068656,2.90711111111111,0.8906185139061852,0.4583333333333332,0.6560158997095245,0.6368899917287014
frozenset({'Keyboard'}),"frozenset({'Mouse', 'Monitor'})",0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
frozenset({'Keyboard'}),"frozenset({'HDMI Cable', 'Monitor'})",0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
frozenset({'Keyboard'}),frozenset({'Monitor'}),0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
"frozenset({'Keyboard', 'Mouse'})","frozenset({'HDMI Cable', 'Monitor'})",0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
frozenset({'Keyboard'}),"frozenset({'HDMI Cable', 'Mouse', 'Monitor'})",0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
"frozenset({'Keyboard', 'Mouse'})",frozenset({'Monitor'}),0.228,0.144,0.144,0.631578947368421,4.385964912280702,1.0,0.11116799999999999,2.323428571428571,1.0,0.631578947368421,0.5696015740285292,0.8157894736842105
frozenset({'Monitor'}),"frozenset({'Keyboard', 'Mouse'})",0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'HDMI Cable', 'Mouse', 'Monitor', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'HDMI Cable', 'Monitor', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'Mouse', 'Monitor'})",frozenset({'Keyboard'}),0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'HDMI Cable', 'Monitor'})","frozenset({'Keyboard', 'Mouse'})",0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'HDMI Cable', 'Monitor'})",frozenset({'Keyboard'}),0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'HDMI Cable', 'Monitor', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'Monitor', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'Laptop', 'Monitor'})",frozenset({'Keyboard'}),0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
"frozenset({'HDMI Cable', 'Laptop', 'Monitor'})","frozenset({'Keyboard', 'Mouse'})",0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
frozenset({'Monitor'}),frozenset({'Keyboard'}),0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'HDMI Cable', 'Mouse', 'Monitor'})",frozenset({'Keyboard'}),0.144,0.228,0.144,1.0,4.385964912280701,1.0,0.11116799999999999,inf,0.9018691588785047,0.631578947368421,1.0,0.8157894736842105
"frozenset({'Mouse', 'Monitor', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'Monitor', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.088,0.228,0.088,1.0,4.385964912280701,1.0,0.067936,inf,0.8464912280701754,0.38596491228070173,1.0,0.6929824561403508
"frozenset({'HDMI Cable', 'Laptop', 'Monitor', 'Mouse'})",frozenset({'Keyboard'}),0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
"frozenset({'Laptop', 'Monitor', 'Mouse'})",frozenset({'Keyboard'}),0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
"frozenset({'HDMI Cable', 'Laptop', 'Monitor'})",frozenset({'Keyboard'}),0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
"frozenset({'Laptop', 'Monitor'})","frozenset({'Keyboard', 'Mouse'})",0.056,0.228,0.056,1.0,4.385964912280701,1.0,0.043232,inf,0.8177966101694915,0.24561403508771926,1.0,0.6228070175438596
frozenset({'Laptop Bag'}),"frozenset({'Laptop', 'Mouse'})",0.18,0.236,0.18,1.0,4.237288135593221,1.0,0.13752,inf,0.9317073170731707,0.7627118644067796,1.0,0.8813559322033898
"frozenset({'Headphones', 'Laptop Bag'})","frozenset({'Laptop', 'Mouse'})",0.02,0.236,0.02,1.0,4.237288135593221,1.0,0.01528,inf,0.7795918367346939,0.0847457627118644,1.0,0.5423728813559322
"frozenset({'Laptop Bag', 'Keyboard', 'Mouse'})",frozenset({'Laptop'}),0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Laptop Bag', 'Keyboard'})","frozenset({'Laptop', 'Mouse'})",0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Laptop Bag', 'Mouse'})",frozenset({'Laptop'}),0.18,0.236,0.18,1.0,4.237288135593221,1.0,0.13752,inf,0.9317073170731707,0.7627118644067796,1.0,0.8813559322033898
"frozenset({'Laptop Bag', 'Keyboard', 'USB Hub'})",frozenset({'Laptop'}),0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Laptop Bag', 'Keyboard'})",frozenset({'Laptop'}),0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Headphones', 'Laptop Bag'})",frozenset({'Laptop'}),0.02,0.236,0.02,1.0,4.237288135593221,1.0,0.01528,inf,0.7795918367346939,0.0847457627118644,1.0,0.5423728813559322
"frozenset({'Laptop Bag', 'Mouse', 'USB Hub'})",frozenset({'Laptop'}),0.088,0.236,0.088,1.0,4.237288135593221,1.0,0.067232,inf,0.8377192982456141,0.37288135593220345,1.0,0.6864406779661016
frozenset({'Laptop Bag'}),frozenset({'Laptop'}),0.18,0.236,0.18,1.0,4.237288135593221,1.0,0.13752,inf,0.9317073170731707,0.7627118644067796,1.0,0.8813559322033898
"frozenset({'HDMI Cable', 'Laptop Bag'})",frozenset({'Laptop'}),0.096,0.236,0.096,1.0,4.237288135593221,1.0,0.073344,inf,0.845132743362832,0.40677966101694923,1.0,0.7033898305084746
frozenset({'Laptop'}),"frozenset({'Laptop Bag', 'Mouse'})",0.236,0.18,0.18,0.7627118644067796,4.237288135593221,1.0,0.13752,3.4557142857142855,1.0,0.7627118644067796,0.7106242248863166,0.8813559322033898
"frozenset({'Laptop Bag', 'Keyboard', 'Mouse', 'USB Hub'})",frozenset({'Laptop'}),0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Laptop Bag', 'USB Hub'})",frozenset({'Laptop'}),0.088,0.236,0.088,1.0,4.237288135593221,1.0,0.067232,inf,0.8377192982456141,0.37288135593220345,1.0,0.6864406779661016
"frozenset({'Laptop Bag', 'Keyboard', 'USB Hub'})","frozenset({'Laptop', 'Mouse'})",0.084,0.236,0.084,1.0,4.237288135593221,1.0,0.06417600000000001,inf,0.8340611353711791,0.35593220338983056,1.0,0.6779661016949152
"frozenset({'Laptop', 'Mouse'})",frozenset({'Laptop Bag'}),0.236,0.18,0.18,0.7627118644067796,4.237288135593221,1.0,0.13752,3.4557142857142855,1.0,0.7627118644067796,0.7106242248863166,0.8813559322033898
frozenset({'Laptop'}),frozenset({'Laptop Bag'}),0.236,0.18,0.18,0.7627118644067796,4.237288135593221,1.0,0.13752,3.4557142857142855,1.0,0.7627118644067796,0.7106242248863166,0.8813559322033898
"frozenset({'Headphones', 'Laptop Bag', 'Mouse'})",frozenset({'Laptop'}),0.02,0.236,0.02,1.0,4.237288135593221,1.0,0.01528,inf,0.7795918367346939,0.0847457627118644,1.0,0.5423728813559322
"frozenset({'HDMI Cable', 'Laptop Bag', 'Mouse'})",frozenset({'Laptop'}),0.096,0.236,0.096,1.0,4.237288135593221,1.0,0.073344,inf,0.845132743362832,0.40677966101694923,1.0,0.7033898305084746
"frozenset({'HDMI Cable', 'Laptop Bag'})","frozenset({'Laptop', 'Mouse'})",0.096,0.236,0.096,1.0,4.237288135593221,1.0,0.073344,inf,0.845132743362832,0.40677966101694923,1.0,0.7033898305084746
"frozenset({'Laptop Bag', 'USB Hub'})","frozenset({'Laptop', 'Mouse'})",0.088,0.236,0.088,1.0,4.237288135593221,1.0,0.067232,inf,0.8377192982456141,0.37288135593220345,1.0,0.6864406779661016
"frozenset({'HDMI Cable', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.092,0.228,0.088,0.9565217391304347,4.195270785659801,1.0,0.067024,17.75599999999997,0.8388065678814577,0.3793103448275862,0.9436810092363144,0.6712433257055682
"frozenset({'HDMI Cable', 'USB Hub'})",frozenset({'Keyboard'}),0.092,0.228,0.088,0.9565217391304347,4.195270785659801,1.0,0.067024,17.75599999999997,0.8388065678814577,0.3793103448275862,0.9436810092363144,0.6712433257055682
"frozenset({'HDMI Cable', 'Mouse', 'USB Hub'})",frozenset({'Keyboard'}),0.092,0.228,0.088,0.9565217391304347,4.195270785659801,1.0,0.067024,17.75599999999997,0.8388065678814577,0.3793103448275862,0.9436810092363144,0.6712433257055682
frozenset({'Keyboard'}),"frozenset({'Mouse', 'USB Hub'})",0.228,0.18,0.172,0.7543859649122806,4.191033138401559,1.0,0.13096,3.3385714285714276,0.9862634052295458,0.7288135593220337,0.7004706889174154,0.854970760233918
"frozenset({'Mouse', 'USB Hub'})",frozenset({'Keyboard'}),0.18,0.228,0.172,0.9555555555555555,4.191033138401559,1.0,0.13096,17.369999999999976,0.9285309132161088,0.7288135593220337,0.9424294761082325,0.854970760233918
"frozenset({'Laptop Bag', 'Laptop', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop Bag', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop Bag', 'USB Hub'})","frozenset({'Keyboard', 'Mouse'})",0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop Bag', 'Mouse', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Mouse', 'Laptop Bag', 'Laptop', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Laptop Bag', 'Laptop', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Mouse', 'Laptop', 'USB Hub'})",frozenset({'Keyboard'}),0.088,0.228,0.084,0.9545454545454547,4.186602870813398,1.0,0.063936,16.98400000000006,0.8345864661654135,0.36206896551724144,0.9411210551106927,0.6614832535885169
"frozenset({'Keyboard', 'Laptop', 'Monitor', 'Mouse'})",frozenset({'HDMI Cable'}),0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Keyboard', 'Monitor', 'USB Hub'})","frozenset({'HDMI Cable', 'Mouse'})",0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
"frozenset({'Keyboard', 'Monitor'})",frozenset({'HDMI Cable'}),0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
frozenset({'HDMI Cable'}),"frozenset({'Keyboard', 'Monitor'})",0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
frozenset({'Monitor'}),frozenset({'HDMI Cable'}),0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
"frozenset({'Keyboard', 'Mouse', 'Monitor', 'USB Hub'})",frozenset({'HDMI Cable'}),0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
"frozenset({'Keyboard', 'Laptop', 'Monitor'})","frozenset({'HDMI Cable', 'Mouse'})",0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Keyboard', 'Mouse', 'Monitor'})",frozenset({'HDMI Cable'}),0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
"frozenset({'Laptop', 'Monitor', 'Mouse'})",frozenset({'HDMI Cable'}),0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Laptop', 'Monitor'})",frozenset({'HDMI Cable'}),0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Laptop', 'Monitor'})","frozenset({'HDMI Cable', 'Mouse'})",0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Keyboard', 'Laptop', 'Monitor'})",frozenset({'HDMI Cable'}),0.056,0.24,0.056,1.0,4.166666666666667,1.0,0.04256,inf,0.8050847457627118,0.23333333333333334,1.0,0.6166666666666667
"frozenset({'Notebook', 'Mouse'})",frozenset({'HDMI Cable'}),0.02,0.24,0.02,1.0,4.166666666666667,1.0,0.015200000000000002,inf,0.7755102040816327,0.08333333333333333,1.0,0.5416666666666666
"frozenset({'HDMI Cable', 'Mouse'})","frozenset({'Keyboard', 'Monitor'})",0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
"frozenset({'Keyboard', 'Monitor', 'USB Hub'})",frozenset({'HDMI Cable'}),0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
"frozenset({'Monitor', 'USB Hub'})",frozenset({'HDMI Cable'}),0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
"frozenset({'Mouse', 'Monitor', 'USB Hub'})",frozenset({'HDMI Cable'}),0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
frozenset({'HDMI Cable'}),"frozenset({'Mouse', 'Monitor'})",0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
frozenset({'Monitor'}),"frozenset({'HDMI Cable', 'Mouse'})",0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
"frozenset({'Monitor', 'USB Hub'})","frozenset({'HDMI Cable', 'Mouse'})",0.088,0.24,0.088,1.0,4.166666666666667,1.0,0.06688,inf,0.8333333333333334,0.3666666666666667,1.0,0.6833333333333333
"frozenset({'Mouse', 'Monitor'})",frozenset({'HDMI Cable'}),0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
frozenset({'HDMI Cable'}),frozenset({'Monitor'}),0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
"frozenset({'Keyboard', 'Monitor'})","frozenset({'HDMI Cable', 'Mouse'})",0.144,0.24,0.144,1.0,4.166666666666667,1.0,0.10944,inf,0.8878504672897197,0.5999999999999999,1.0,0.8
"frozenset({'HDMI Cable', 'Mouse'})",frozenset({'Monitor'}),0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
frozenset({'HDMI Cable'}),"frozenset({'Keyboard', 'Mouse', 'Monitor'})",0.24,0.144,0.144,0.6,4.166666666666667,1.0,0.10944,2.1399999999999997,1.0,0.5999999999999999,0.5327102803738317,0.8
"frozenset({'Phone Case', 'Phone'})",frozenset({'Power Bank'}),0.116,0.216,0.104,0.8965517241379309,4.150702426564495,1.0,0.07894399999999999,7.57866666666666,0.8586843021232161,0.4561403508771929,0.8680506685432793,0.6890166028097062
"frozenset({'Phone Case', 'Charger'})",frozenset({'Power Bank'}),0.116,0.216,0.104,0.8965517241379309,4.150702426564495,1.0,0.07894399999999999,7.57866666666666,0.8586843021232161,0.4561403508771929,0.8680506685432793,0.6890166028097062
"frozenset({'Phone Case', 'Charger', 'Phone'})",frozenset({'Power Bank'}),0.116,0.216,0.104,0.8965517241379309,4.150702426564495,1.0,0.07894399999999999,7.57866666666666,0.8586843021232161,0.4561403508771929,0.8680506685432793,0.6890166028097062
"frozenset({'Power Bank', 'Phone'})",frozenset({'Phone Case'}),0.192,0.132,0.104,0.5416666666666666,4.103535353535353,1.0,0.07865599999999999,1.8938181818181816,0.936024371667936,0.47272727272727266,0.4719662058371735,0.6647727272727273
frozenset({'Phone Case'}),"frozenset({'Power Bank', 'Phone'})",0.132,0.192,0.104,0.7878787878787878,4.103535353535353,1.0,0.07865599999999999,3.8091428571428567,0.8713222261609358,0.47272727272727266,0.7374737473747375,0.6647727272727273
frozenset({'Coffee Mug'}),frozenset({'Notebook'}),0.12,0.188,0.092,0.7666666666666667,4.078014184397164,1.0,0.06944,3.480000000000001,0.8577075098814229,0.42592592592592593,0.7126436781609194,0.6280141843971632
"frozenset({'Headphones', 'Mouse'})",frozenset({'Laptop Bag'}),0.028,0.18,0.02,0.7142857142857143,3.9682539682539684,1.0,0.014960000000000001,2.8700000000000006,0.7695473251028807,0.10638297872340426,0.651567944250871,0.41269841269841273
"frozenset({'Headphones', 'Mouse'})","frozenset({'Laptop Bag', 'Laptop'})",0.028,0.18,0.02,0.7142857142857143,3.9682539682539684,1.0,0.014960000000000001,2.8700000000000006,0.7695473251028807,0.10638297872340426,0.651567944250871,0.41269841269841273
frozenset({'Phone Case'}),frozenset({'Power Bank'}),0.132,0.216,0.104,0.7878787878787878,3.6475869809203143,1.0,0.075488,3.6959999999999997,0.8362282878411912,0.4262295081967213,0.7294372294372294,0.6346801346801346
frozenset({'Monitor'}),"frozenset({'Keyboard', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
"frozenset({'Keyboard', 'USB Hub'})",frozenset({'Monitor'}),0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'Keyboard', 'USB Hub'})","frozenset({'Mouse', 'Monitor'})",0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'Keyboard', 'Mouse', 'USB Hub'})",frozenset({'Monitor'}),0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'HDMI Cable', 'Monitor'})","frozenset({'Keyboard', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
"frozenset({'Keyboard', 'Mouse', 'USB Hub'})","frozenset({'HDMI Cable', 'Monitor'})",0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'HDMI Cable', 'Monitor'})","frozenset({'Keyboard', 'Mouse', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
"frozenset({'Keyboard', 'USB Hub'})","frozenset({'HDMI Cable', 'Monitor'})",0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'Keyboard', 'USB Hub'})","frozenset({'HDMI Cable', 'Mouse', 'Monitor'})",0.172,0.144,0.088,0.5116279069767442,3.5529715762273906,1.0,0.063232,1.7527619047619047,0.867808519982433,0.3859649122807018,0.42947185394479465,0.5613695090439277
"frozenset({'Mouse', 'Monitor'})","frozenset({'Keyboard', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
frozenset({'Monitor'}),"frozenset({'Keyboard', 'Mouse', 'USB Hub'})",0.144,0.172,0.088,0.6111111111111112,3.5529715762273906,1.0,0.063232,2.1291428571428574,0.8394222599830077,0.3859649122807018,0.5303274288781535,0.5613695090439277
